ten,thoi gian,so nguoi,do kho,nguyen lieu,cach che bien
Đậu phụ hầm kimchi,45 phút,2 người,Dễ,2 bìa đậu phụ lớn (khoảng 300 g) | 1 cây củ cải trắng | 1/2 củ cà rốt | 100 g nấm sò nâu | 70 g kimchi | 2-3 tép tỏi | Nước dùng (hoặc nước lọc ) | 2 quả trứng gà | Dầu vừng | Muối | tiêu | hạt nêm | các gia vị cơ bản,"Chuẩn bị nguyên liệu: - Củ cải và cà rốt gọt vỏ, củ cải thái khoanh, có thể chẻ đôi hoặc chia làm bốn phần cho vừa ăn, cà rốt thái sợi hoặc thái khoanh giống như củ cải tùy vào sở thích. - Nấm sò nâu xé miếng vừa ăn. - Đậu phụ chắt nước, để nguyên bìa nhỏ hoặc chia đôi nếu bìa đậu quá lớn, không thái đậu ra thành miếng quá nhỏ. - Kimchi thái nhỏ cho vừa miệng, chắt lấy khoảng 3-4 thìa nước kimchi. - Nghiền tỏi bằng sống dao, băm nhuyễn. | Láng dầu vào nồi, nhỏ lửa, cho tỏi vào đảo nhanh, khi tỏi bắt đầu thơm thì cho cho kimchi vào xào cùng, nêm nếm gia vị với muối tiêu, xì dầu và dầu vừng cho kimchi hơi đậm một chút, cho nước kimchi vào, sau đó cho nước dùng hoặc nước lọc xâm xấp khoảng một đốt ngón tay. ỏ vào, nấ | Cho củ cải và cà rốt vào, đậy vung đun tới khi củ cải có thể xuyên đũa qua, cho đậu phụ vào tiếp tục đậy vung om khoảng 3-4 phút cho miếng đậu nóng hoàn toàn. Cuối cùng cho nấm sò nâu xé nhỏ vào, nấm mềm là có thể tắt bếp, đậy vung chờ chần trứng | Chần trứng: - Đun nước trong nồi sâu, đun nhiều nước một chút sẽ dễ chần trứng hơn, khi nước sôi nêm thêm chút muối. - Đập trứng ra một cái bát nhỏ. - Đợi nước sôi mạnh, dùng thìa hoặc muôi gỗ tạo một xoáy nước, sau đó tắt bếp, cho trứng vào giữa xoáy nước đó rồi đậy vung. (Nước sôi to sẽ khiến trứng vỡ ra, không tròn đẹp, nên tốt nhất là đợi nước sôi già rồi tắt bếp khi cho trứng). | Đậy vung ngâm khoảng 1-2 phút, trứng đã chín mặt dưới, chắc chắn và hơi nổi lên, mặt bên trên còn sống, lúc này, bạn lấy vá, nhẹ nhàng lật trứng. - Có thể ngâm thêm 1-2 phút hoặc bật bếp, nhỏ lửa tới khi nước sôi liu riu là được, tùy vào độ lòng đào của trứng để vớt ra kịp thời."
Đậu đũa xào Tôm,15 phút,5 người,Dễ,"10 k đậu đũa | 500 gr tôm lớt | tỏi băm | gia vị, nc mắm , hạt tiêu, mỳ chính","Tôm lột vỏ bỏ chỉ đen, khứa dọc mình tôm để khi xào tôm quăn lại cho đẹp và cũng dễ ngấm gia vị | Ướp tôm với: 1 mcf bột canh 1/2 mcf mỳ chính 1/2 mcf hạt tiêu 1/2 mcf nước mắm 1 mcf dầu ăn Trộn đều và ướp trong 15p cho tôm ngấm gia vị | Đậu đũa ngắt khúc vừa ăn, ngâm muối rửa sạch | Bắc lên bếp 1 nồi nc sôi, cho vào đó 1 mcf muối. Nước sôi cho đậu đũa vào trụng sơ khoảng 2-4p rồi vớt ra ngâm vào thau nc lạnh cho đậu đc xanh, ròn | Bắc chảo lên bếp, phi thơm tỏi rồi cho tôm vào đảo đều. Tôm gần chín cho đậu đũa vào đảo thêm khoảng 2 phút rồi tắt bếp | Trình bày ra đĩa, rắc hạt tiêu cho thơm. Nhà mình có trẻ con nên bước rắc tiêu mình bỏ qua ạ 😋 | Cuối cùng là Đánh Chén. Chúc bạn thành công với món ăn siêu đơn giản mà cực kỳ đưa cơm này ❤️"
Cơm chiên cá hố kho,60 phút,4 người,Dễ,Cơm nguội | cá kho còn thừa | 1 xíu dầu ăn | hành tím | (nếu có thêm hành lá thì tốt quá),"Các bạn gỡ xương cá ra và để thịt của cá vào một cái chén (tùy số lượng cá để dùng đồ đựng nhé) | Bật lửa nhỏ, bắt chảo lên bếp, đợi chảo nóng và cho dầu rồi hành vào phi. Vì mình bỏ rất ít dầu nên cơm nhanh khô lắm. | Phi hành vàng rồi cho cơm nguội vào, dùng muôi cơm đảo cơm chiên và tách những cơm bị vón cục ra. Bạn có thể nêm gia vị (còn cá của mình đã hơi mặn rồi nên mình không cần nêm) | Thấy cơm bắt đầu khô khô thì cho cá vào. Sau đó tiếp tục đảo và tách cá thành miếng vụn nhỏ. Đảo đều tay, vì là mình cho khá ít dầu nên dễ bị dính dưới lòng chảo. Nếu bạn gặp tình trạng vậy chịu khó lấy muôi cơm cạo cạo nhé. | Khi thấy cơm khô thì tắt bếp và rắc ít hành rồi đảo 1-2 lần nữa thì dừng lại. Múc cơm ra dĩa/tô. Phần cơm chiên mình ít nên 2 chị em mình ăn mỗi người 1 chén. Chúc bạn ngon miệng!!! Có thể làm món này vào buổi sáng hoặc trưa."
Salad cá thu eat clean,20p,1 người,Dễ,150 g cá thu nướng | Bắp cải xanh | cà rốt | dưa leo (thích ăn rau sống gì có thể bỏ thêm vào nha) | 150 g Khoai lang | 2 muỗng Dầu dấm | Muối | chanh | tiêu,"Cá thu nướng than rồi nên mh chỉ cho vào NCKD nướng lại trong 10p 200độ c | Rau bào sợi, ngâm với nước đá cho giòn | 2 muỗng dầu giấm cho thêm chút muối, tiêu, nước cốt chanh cho vừa miệng. Nếu muốn cay có thể cho thêm tương ớt | Trộn đều tất cả các nguyên liệu và thưởng thức thôi nào"
Gỏi đu đủ thịt bò áp chảo,60 phút,4 người,Dễ,500 g đu đủ xanh | 1 củ cà rốt | 1 ít rau răm | 300 g thịt bò mềm | 1 ít đậu phộng rang | Nước mắm | chanh | đường | Ướp bò | 1 muỗng cà phê tỏi bằm | 1 muỗng canh dầu hào | 1 muỗng canh dầu mè | 1 muỗng cà phê hạt nêm | xíu tiêu | Pha mắm trộn gỏi | 3 muỗng canh đường | 3 muỗng canh nước mắm | 3 muỗng canh tương ớt | 2 muỗng canh nước cốt chanh | một ít tỏi bằm,"Đu đủ xanh gọt vỏ rửa sạch rồi bào sợi ngâm vô thau nước đá. Bào hết đu đủ thì vớt ra rồi xả lại nước đá 2-3 lần cho sạch mủ rồi để ra rổ cho ráo nước. - Cà rốt bào sợi - hành tím cắt móng ngâm với xíu giấm hành sẽ lên màu tím đậm rất đẹp. | Thịt bò rửa sạch cắt lát dày ướp 1 muỗng cà phê tỏi băm, 1 muỗng canh dầu hào, 1 muỗng canh dầu mè, 1 muỗng cà phê hạt nêm, xíu tiêu. - Bắc chảo chống dính lên bếp cho chảo nóng, gắp từng lát thịt bò xếp lên chảo áp chảo cho cháy sơ thì lật mặt. Gắp thịt bò ra dĩa cho nguội bớt rồi cắt nhỏ lại cho vừa ăn. | Pha mắm trộn gỏi: 3 muỗng canh đường + 3 muỗng canh nước mắm + 2 muỗng canh tương ớt + 2 muỗng canh nước cốt chanh. Tất cả khuấy tan rồi thêm vô 1 ít tỏi băm. - Cho đu đủ, cà rốt, hành tím vô thau lớn, cho nước mắm vô trộn đều, cho rau răm vô. - Bày gỏi ra dĩa, cho thịt bò áp chảo và đậu phộng rang lên trên. Ăn kèm bánh phồng tôm."
Cá nục hấp hành cuốn bánh tráng,60 phút,4 người,Dễ,0.5 kg Cá nục | dứa | cà rốt | hành lá | dưa chuột | giò | bún | rau sống,"Cá mang rửa sạch, mình rửa cùng chút dấm và rượu trắng cho bớt tanh Ướp cá cùng chút hạt nêm và hạt tiêu rồi mang hấp cùng xả. Minh hấp 15p rồi bỏ hành lá hấp thêm 2p nữa | Dưa chuột, cà rốt, giò và dứa xắt miếng dài vừa ăn để cuốn Rau rửa sạch ráo nước | Pha nước mắm chua ngọt: Mình cho 2 thìa nước mắm cá cơm, 2 thìa nước, 2 thìa đường, tỏi băm và ớt bằm đảo đều rồi thêm 2 trái quất."
Gà nướng rau củ,120 phút,5 người,Dễ,1 con gà ta | 1 củ cà rốt | 3 củ khoai tây | 10 g ngò | 1 củ hành tây | Hạt nêm | Nước tương | Dầu hào | Dầu ăn | Mật ong | Tương cà | Rượu vang đỏ (nếu có),"Gà bỏ đầu và cổ, lấy bộ lòng gà ra, rửa sạch với muối và giấm, rửa cả bên trong và bên ngoài. Khoai tây gọt vỏ, cắt vừa ăn, luộc sơ cho vừa chín tới. Cà rốt gọt vỏ, tỉa hoa. Hành tây bỏ vỏ, cắt múi cau | Pha hỗn hợp gia vị gồm hạt nêm, nước tương, dầu hào, dầu ăn, mật ong, tương cà, rượu vang đỏ (nếu có) xoa đều lên con gà và ướp rau củ, cả bên ngoài và bên trong, để tủ lạnh qua đêm. Hôm sau lấy ra cho vào nckd: Lần 1: bật 175° trong 15 phút; Lần 2: phết hỗn hợp nước ướp lên khắp con gà, bật tiếp 175° trong 15 phút; Lần 3: phết mật ong lên phần da, tăng nhiệt độ lên 200° trong 5 phút cho da gà giòn (Thời gian và nhiệt độ cân chỉnh tùy lò của bạn nhé) | Gà chín vàng cho gà và rau củ ra dĩa, thêm ngò lên trên trang trí cho đẹp nha"
Cá hồi sốt nước tương,60 phút,4 người,Dễ,"2 m nước tương | 1 m đường | 2 m nước lọc | 1 m dầu hào | Bột tỏi , bột gừng | 1 kg cá hồi",Ướp gia vị với cá hồi 15-30'. Sau đó áp chảo sơ các mặt. Cho sốt tương lúc nãy vào. Để lửa to sốt nhah sệt tránh làm cá bị khô
Thịt bò xào hoa thiên lý,30 phút,4 người,Dễ,"300 gr thịt bò mềm | 200 gr hoa thiên lý | Dầu ăn,nước tương,tỏi băm ,dầu hào,đường,tiêu, | Hành lá,ngò rí","Thịt bò rửa sạch để ráo và cắt lát mỏng.Hoa thiên lý nhặt bỏ cuống già rồi rửa sạch. | Ướp thịt bò với ít tỏi băm nhỏ,2 muỗng cafe dầu hào,1 muỗng cafe nước tương,1/2 muỗng cafe đường trộn đều để 15 phút cho thấm gia vị.Rồi xào thịt bò nhanh tay cho ra đĩa. | Bắc chảo lên bếp cho ít dầu ăn vào chờ dầu nóng cho ít tỏi băm nhỏ vào phi thơm rồi cho hoa thiên lý vào xào với lửa lớn khi hoa thiên lý vừa chín thì cho tiếp phần thịt bò xào lúc nãy vào thêm 1 muỗng hạt nêm và 1/2 muỗng dầu hào vào. | Trộn đều rồi nêm nếm lại cho vừa ăn rồi tắt bếp.Cho thêm hành lá cắt nhỏ vào và rắc thêm ít tiêu cho thơm. Múc thịt bò xào hoa thiên lý ra đĩa trang trí thêm cọng ngò rí lên trên vậy là đã hoàn thành món thịt bò xào hoa thiên lý vừa ngon vừa bổ dưỡng ai cũng thích."
Cơm nhà đơn giản mà ngon 227,60 phút,4 người,Dễ,500 g cá nục | 1 bó rau muống,"Cá nục kho | Rau muống luộc : rau muống lặt rửa sạch, nấu sôi 1 nồi nước với xíu muối, cho rau vô luộc chín rồi vớt ra rổ. Nước luộc rau nêm xíu bột ngọt, xíu cốt chanh để làm canh."
Bún Riêu Nấu Nấm Đông Trùng Hạ Thảo,60 phút,4 người,Dễ,"Riêu thịt : | 1 kg thịt nạc vai xay | 400 g thịt ghẹ (hoặc có thể dùng cua, tôm tươi , tôm khô ) | 6 củ hành tím | 1 củ tỏi cô đơn | 1/2 muỗng tiêu xay | 40 g muối | 1 muỗng mắm | 1 ít bột ngọt | 2 muỗng bột sắn dây | Nuớc lèo ( nước dùng ): | 1 kg xương heo | 1 củ hành tây | 1 muỗng đường phèn | 1 muỗng mắm (hoặc mắm ruốc ) | 200 ml nước dừa tươi | bột ngọt (tùy sở thích) | Đồ ăn kèm: | 200 g nấm đông trùng hạ thảo | 4 bìa đậu hũ chiên | 1 cây chả lụa ớt | 1 cây chả lụa | 1/2 kg tôm biển hấp | 300 g thịt bắp bò hoặc thịt thăn bò | 4 trái cà chua | 2 kg bún tươi | Rau sống : | Xà lách, kinh giới , rau thơm , rau răm, hoa chuối bào, rau muống chẻ, giá đậu . Hành ngò, chanh, quất, ớt","Xương heo rửa sạch sẽ dưới vòi nước nóng, để trong rổ cho ráo. Nấu sôi nước, cho xương heo và củ hành tây vào, đợi sôi lên lại thì vớt thật sạch bọt. | Tiếp theo làm riêu thịt: thịt xay trộn đều với thịt ghẹ xay và gia vị đã giã nhuyễn, cho thêm bột sắn dây vào trộn đều để tạo sự kết dính và riêu mềm mại không bị khô (có thể dùng 2 quả trứng nếu bạn không có bột sắn dây). | Sau khi trộn đều vo thành từng viên thả vào nồi, đến khi sôi lên lại thì vớt thật sạch bọt. Nêm mắm, muối và tiếp tục nấu lửa nhỏ liu riu tầm 1h 30 đến 2h là được. | Trong khi nấu riêu thì: Rửa rau sống cho sạch sẽ để ráo. | Chiên đậu hũ cho vàng đều. | Làm nóng chảo, cho dầu ăn và tỏi vào phi đến khi dậy mùi thơm thì cho 2 quả cà chua cắt múi cau vào xào chín mềm. | Cho tất cả vào nồi. Rồi cho 2 quả cà chua còn lại cắt múi cau và nấm đông trùng hạ thảo vào nấu 10 phút nữa rồi nêm nếm lại cho vừa khẩu vị. | Cho bún vào tô, xếp tôm hấp, riêu, chả lụa, đậu hũ, nấm đông trùng hạ thảo, cà chua, trụng thịt bò cho vào, thêm hành ngò. | Rồi chan nước lèo (nước dùng) vào. Món ăn kèm rau sống, chanh ớt rất ngon. | Thành phẩm Bún riêu thông thường được nấu từ cua đồng, ăn kèm đậu hũ chiên và thịt bò. Tuy nhiên với công thức biến tấu này, bạn sẽ dùng cua bể hoặc ghẹ để nấu bún riêu cua. Không chỉ vậy, với phần nấm đông trùng hạ thảo, món bún riêu cua còn có màu sắc đẹp mắt và dinh dưỡng đủ đầy. Đây xứng đáng là món ngon cuối tuần để bạn chiêu đãi cả nhà đấy! Chúc bạn thành công với cách nấu bún riêu cua này nhé!"
Bún bò nấu nhanh,60 phút,4 người,Dễ,"1 kg bún sợi to | Rau muống , rau chuối bào | 400 gr sườn non | 400-500 gr nạm bò | Gói gia vị nấu bún bò Cholimex | Sate tôm | 4-5 cây sả","Rửa sạch các nguyên liệu, để ráo. | Sả cây đập dập. Bỏ sườn non, nạm bò, sả cây vào nồi áp suất cùng với 2 lít nước. Nêm ít muối. Đun trong khoảng 30 phút | Đun xong cho nồi xì bớt hơi, mở nắp vớt bỏ sả. Cho 1 gói gia vị bún bò Cholimex vào khuấy đều, đun thêm 10 phút cho thịt thấm vị. Nêm lại cho vừa ăn. | Trụng bún, trụng rau. Thế là xong múc ra tô thêm chanh ớt thôi. | Ớt xào sate: băm nhỏ ớt, sả, tỏi xào với ít dầu ăn khoảng 5 phút. Nêm ít muối,đường cho vừa ăn. Đun hơi cạn ròi thêm 1 muỗng cafe dầu điều vào cho đẹp, khuấy đều rồi tắt bếp."
Mì gói xào chả cá,15 phút,1 phần ăn,Dễ,2 gói mì | 200 gr chả cá Nha Trang | 1 muỗng cà phê tương ớt | 2 muỗng cà phê dầu hào | 1 củ hành tím | hành lá | ngò rí | 1 trái cà chua,"Mì gói trụng nước sôi sao cho mềm dai theo ý thích rồi trộn với hỗn hợp xốt gồm 2 muỗng cà phê dầu hào và 1 muỗng cà phê tương ớt | Hành tím cắt lát phi thơm với dầu nóng, sau đó cho chả cá cắt lát mỏng vào đảo đều tay cho vàng thơm rồi cho cà chua cắt nhỏ vào tiếp tục xào khoảng 30s | Cho mì vào đảo đều khoảng 1 phút rồi cho hành ngò cắt khúc vào, tắt bếp và thưởng thức thôi nào!"
Bí đao (bí xanh) cuộn cua thịt,30-45 phút,3-5 người,Dễ,"Bí đao (tuỳ theo nhân khẩu) | Thịt băm | Hành lá | Carrot xay nhuyễn | Hành tím xay nhuyễn | Thanh cua (ai có thịt cua thì càng tốt) | Gia vị ( bột ngọt , tiêu, nước mắm…)","Bí đao rửa sạch, cắt bỏ 2 đầu. Rồi cắt khúc tầm 8-10cm nhé | Bào bỏ lớp vỏ xanh bên ngoài, rồi dùng dao nạo, nạo bí theo chiều dọc để được những lát bí mỏng và to bản. Cho bí vừa nạo vào ngâm nước muối trong vòng 5 – 7 phút, rồi để ráo. Tranh thủ lấy 1 ít hành lá xắt nhỏ, còn lại thì trụng qua nước sôi cho mềm | Cho thịt băm, hành tím, carrot, bột ngọt, hành lá, ít tiêu và nước mắm - mix đều để ướp 15 phút. Trải lát bí ra, múc ít nhân thịt dàn lên, cho thêm thanh cua vào, nhẹ nhàng cuộn lại. Dùng hành lá làm dây cột lại cho cuộn khỏi bung | Lấy xửng ra, cho nước sôi rồi cho bí vào hấp 10-15 phút là chín nhé. Ăn kèm nước tương hoặc xốt cà chua sẽ càng ngon. Món này cực bắt cơm và cũng được các bé cực kì yêu thích. Yummy!"
Thịt viên sốt cà chua,30p,2 người,Dễ,Thịt cả nạc cả mỡ | Cà chua | hành lá | mộc nhĩ (nếu có) | hành tím | 1 thìa Nước mắm | 1/2 thìa đường | một xíu mì chính | 1 thìa cà phê hạt nêm | 1 thìa cà phê xúp | một xíu hạt tiêu,"Thịt lợn làm sạch, cho vào máy xay nhuyễn Nên xay cả mỡ, nếu không thịt sẽ bị khô í ạ | Ướp thịt với: 1 thìa cà phê hạt nêm, 1/2 thìa cà phê xúp hạt tiêu, 1/2 thìa nước mắm, một xíu mì chính và tiêu Uớp khoảng 10-15p | Nếu có mộc nhĩ thì ngâm nước ấm, rửa sạch rồi băm nhỏ, cho vào trộn với thịt đã xay | Viên thịt thành hình tròn cho vào chảo dầu rán vàng, viên bé sẽ dễ ngấm gia vị hơn | Cùng chảo nhưng bớt dầu đi, phi thơm hành Cho cà chua đã thái vào xào, thêm 1/2 thìa nước mắm, 1/2 thìa đường, 1/2 thìa cà phê xúp Sau 1 phút thì thêm nước sôi vào, hỗn hợp sôi thì cho thịt viên vào, đậy vung (Đổ nước sao cho gần ngập thịt viên là được) | Nêm nếm lại gia vị rồi cho thêm hành lá là xong"
Cơm thịt bò sốt gừng,30 phút,2 người,Dễ,200 g thịt ba chỉ bò mỹ | Xì dầu | dầu hào | dầu mè | 1 mẩu gừng | 2 tép tỏi | Muối | tiêu | hạt nêm | gia vị,"Sơ chế nguyên liệu: Thịt ba chỉ bò dùng loại cuộn mỏng để nhúng lẩu hay loại dày hơn để nướng đều được, rửa sạch, để ráo, chia thành từng phần vừa ăn. | Gừng cạo vỏ, mài nhuyễn, đong lấy khoảng 1 tsp gừng mài. Tỏi bóc vỏ, bằm nhuyễn. | Pha sốt gừng: Trộn đều 1 tbs xì dầu, ½ tbs dầu hào, tỏi và gừng băm nhỏ, ½ tsp dầu mè và thêm một chút tiêu. Hòa thêm 2 tbs nước cho sốt loãng ra, sốt loãng một chút sẽ không cháy quá nhanh khi sốt trong chảo. | Làm thịt bò sốt gừng: Bắc chảo lên bếp, để lửa vừa, không cần láng dầu, khi chảo nóng, lần lượt rải từng miếng thịt lên, lưu ý không nên trút toàn bộ thịt, chúng sẽ mau ra nước. Nên rải từng miếng lên như khi nướng thịt để thịt xém đều và từ từ ra mỡ. | Tới khi hai mặt thịt xém đều, cho sốt gừng vào, hạ nhỏ lửa, rim cho tới khi thịt ngấm sốt là được. | Dọn ra đĩa cùng cơm trắng và rau sống, hoặc các loại rau củ luộc bạn yêu thích."
